slug;source;freq;position;channel;priority_group;priority_label;segment_orig;federal_count;regional_count;yandex_count;top10_domains;city_from;city_to;price
krasnodar-gelendgik;new;475;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;7;21;1;kubtaxi.ru|www.avito.ru|taxi-ug.ru|geltaxi.ru|alfataxi82.ru|tratatur.ru|transferoff.ru|krasnodar.taxi24h.ru|krasnodar.sky-transfer.ru|kiwitaxi.ru;;;
samara-tolyatti;old;475;16;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;2;19;0;go.yandex|www.avito.ru|yandex.ru|taxi.yandex.ru|xn----7sbabxukdmwuiegm.xn--p1ai|taxi533.ru|samara.taksi24.taxi|mejgorodtaxi.ru|perevozchik163.ru|taksi-gorod.ru|unit-transfer.ru|taksisvo.ru|samara.sky-transfer.ru|willway.ru|kiwitaxi.ru|city2city.ru|taxi-samara.su|taxi24online.ru|vk.com|rustransfer.org|samara.yalta-24.taxi|samara.taxi24h.ru|taxi-cosmos.ru|www.mezhgorod.taxi|transfers.unitaxi.ru|taxivezde.ru|catalogtaksi.ru|uslugi.yandex.ru|xn----7sbybhiuvgfca2ktb.xn--p1ai|xn--80aaaa4blk7afhi.xn--p1ai;Самара;Тольятти;4000
kazan-nizhnekamsk;old;474;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;2;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|2gis.ru|taxw.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|vc.ru;Международный аэропорт Казань;Нижнекамск;6000
kazan-nab_chelny;old;464;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;2;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|2gis.ru|taxw.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|vc.ru;Международный аэропорт Казань;Набережные Челны;7500
ryazan-moskva;new;461;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;11;14;2;www.avito.ru|rzn-transfer.ru|drivee.com|yandex.ru|kubtaxi.ru|uslugi.yandex.ru|ug.taxi|taxi555.ru|www.taxi2000.ru|kiwitaxi.ru;;;
moskva-ryazan;old;461;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;17;0;taxi.yandex.ru|moskva.taximaxim.ru|vezet.ru|city-mobil.ru|yandex.ru|msk.taxovichkof.ru|taximoskva.com|drivee.com|journal.sovcombank.ru|2gis.ru|m.avito.ru|xn----7sbb4ajch8bfab.xn--p1ai|uslugi.yandex.ru|oldtaxi.ru|zoon.ru|moskva.taxipoehali.ru|go.yandex|t-j.ru|moskva.taxideshevo.com|www.taxi-ritm.ru|www.taximasters.ru|tradetaxi.ru|taxi555.ru|msk.taxi-protaxi.ru|msk.svoetaksi.ru|taxispeed.ru|rezidenttaxi.ru|taxi-angel.ru|taxi-mobil.ru|taksi-moskva24.ru;Москва;Рязань;6000
kazan-bugulma;old;459;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;3;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|taxw.ru|2gis.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|kazan.rustransfer.org;Международный аэропорт Казань;Бугульма;9600
elista-volgograd;old;456;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;4;0;www.avito.ru|alphatour.ru|vk.com|kubtaxi.ru|elista.taksi24.taxi|elista.taxi24h.ru|tratatur.ru|kiwitaxi.ru|elista.aeroport-simferopol.taxi|yandex.ru;Элиста;Волгоград;8800
orenburg-kumertau;old;456;10;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;4;16;0;www.avito.ru|vk.com|taxi555.ru|taksisvo.ru|nexttax.ru|yandex.ru|kiwitaxi.ru|rustransfer.org|www.taxi2000.ru|city2city.ru|1taxopark.ru|taksi-gorod.ru|taxi.drive-luxe.ru|www.mezhgorod.taxi|taxivezde.ru|xn----7sbyhcmnbsdikx.xn--p1ai|obltaxi.ru|taxi-russia.su|catalogtaksi.ru|takse.ru|korona-taksi.ru|vse-taxi.com|www.rome2rio.com|orenburg-ufa.ru|www.intui.travel|www.blablacar.ru|kumertau-orenburg-kumertau-taxi.orgs.biz|deshevotaxi.ru|xn--80ajkhneomg.xn--p1ai|mejgorodtaxi.ru;Оренбург;Кумертау;5000
samara-aeroport-kurumoch;new;451;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD_NEW;15;8;4;www.avito.ru|yandex.ru|uslugi.yandex.ru|2gis.ru|samara-airport.com|www.tourister.ru|kiwitaxi.ru|vk.com|xn----7sbabxukdmwuiegm.xn--p1ai|dzen.ru;;;
sankt-peterburg-moskva;old;449;23;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;19;0;sky-transfer.ru|www.avito.ru|sankt-peterburg.taxi24h.ru|taxi-mobil.ru|ug.taxi|taxideshevo.com|ugtaxi.ru|1taxopark.ru|sankt-peterburg.taksi24.taxi|kairos-buss.ru|piter.yalta-24.taxi|go.yandex|taxi533.ru|www.taxi2000.ru|taxi.yandex.ru|xn----7sbyhcmnbsdikx.xn--p1ai|sankt-peterburg.sevastopol24.taxi|msk.taxi|wing-taxi.ru|unit-transfer.ru|vk.com|taxitoday.ru|city2city.ru|dzen.ru|taksi-gorod.ru|t.me|sankt-peterburg.taxi-krim.com|autolux-plus.ru|mejgorod-taxi.ru|miniven-piter.ru;Санкт-Петербург;Москва;21200
moskva-piter;old;449;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;16;0;taxi.yandex.ru|moskva.taximaxim.ru|vezet.ru|city-mobil.ru|yandex.ru|taximoskva.com|msk.taxovichkof.ru|m.avito.ru|drivee.com|2gis.ru|moskva.taxipoehali.ru|journal.sovcombank.ru|oldtaxi.ru|uslugi.yandex.ru|zoon.ru|xn----7sbb4ajch8bfab.xn--p1ai|moskva.taxideshevo.com|taxi555.ru|www.taximasters.ru|go.yandex|nyt.ru|tradetaxi.ru|www.taxi-ritm.ru|taxispeed.ru|t-j.ru|msk.svoetaksi.ru|www.utaxi-msk.ru|taxi-mobil.ru|taksi-moskva24.ru|msk.taxi-protaxi.ru;Москва;Санкт-Петербург;21000
krasnodar-sevastopol;new;420;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;3;25;1;kubtaxi.ru|alfataxi82.ru|www.avito.ru|yandex.ru|taxi-ug.ru|krasnodar.taksi24.taxi|tratatur.ru|krasnodar.sevastopol24.taxi|krasnodar.sky-transfer.ru|taxi-svobodnoe.ru;;;
moskva-troiczk;new;416;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD_NEW;13;12;3;taxi.yandex.ru|yandex.ru|taxilux-troitsk.ru|2gis.ru|www.utaxi-msk.ru|nyt.ru|uslugi.yandex.ru|www.taxi2000.ru|taxi-mobil.ru|oldtaxi.ru;;;
moskva-leningradskaya;new;406;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;7;17;1;ugtaxi.ru|kiwitaxi.ru|xn--80akxkdedu.xn--p1acf|taksi777.ru|taxi555.ru|taxi.yandex.ru|6694036.ru|transferug.ru|mezhgorod-taksi.ru|oldtaxi.ru;;;
kazan-moskva;old;399;;DIRECT;G_DIRECT_ONLY;Только Директ;DIRECT_ONLY;1;5;0;www.avito.ru|cvo-taxi.ru|kazan.taxiarkadiya.ru|kazan.taxi24h.ru|kazan.taksi24.taxi|t.me|1taxopark.ru|go.yandex|mezhgorod.pro|ugtaxi.ru;Казань;Москва;24300
aeroport-kolczovo-ekaterinburg;new;395;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;12;9;3;yandex.ru|2gis.ru|www.avito.ru|kiwitaxi.ru|www.tourister.ru|uslugi.yandex.ru|willway.ru|taxi.yandex.ru|transfers.unitaxi.ru|zagorod-taxi.ru;;;
kazan-samara;old;385;;DIRECT;G_DIRECT_ONLY;Только Директ;DIRECT_ONLY;2;3;0;taxi-airport-kazan.ru|www.avito.ru|yandex.ru|kiwitaxi.ru|2gis.ru|taxw.ru|uslugi.yandex.ru|www.tourister.ru|transfer-kazan.ru|kazan.rustransfer.org;Международный аэропорт Казань;Самара;11200
samara-kazan;old;385;11;SEO+DIRECT;A_GOLD;SEO Gold + Директ;SEO_GOLD_DIRECT;2;19;0;www.avito.ru|sky-transfer.ru|vk.com|dzen.ru|xn----7sbabxukdmwuiegm.xn--p1ai|samara.taxi24h.ru|kiwitaxi.ru|transfer-kazan.ru|ug.taxi|1taxopark.ru|city2city.ru|korona-taksi.ru|samara.taxi-krim.com|taxivezde.ru|kazan-samara-kazan.ru|24samara-kazan.ru|xn----7sbabaa8bwaxh1bi5l.xn--p1ai|samara.taksi24.taxi|taxi24online.ru|xn----7sbaaba2cwaor0ai8m.xn--p1ai|taxikawai.ru|www.mezhgorod.taxi|taxi533.ru|taksi-gorod.ru|unit-transfer.ru|taksisvo.ru|mejgorod-taxi.ru|ugtaxi.ru|rustransfer.org|transfers.unitaxi.ru;Самара;Казань;11000
izhevsk-ufa;old;384;;DIRECT;G_DIRECT_ONLY;Только Директ;DIRECT_ONLY;2;4;0;xn----7sbhlelr9clk.xn--p1ai|www.avito.ru|vk.com|izhevsk-ufa.tb.ru|sky-transfer.ru|izhevsk.taksi24.taxi|www.yell.ru|taksi-gorod.ru|kiwitaxi.ru|taxi-izhevsk.ru;Ижевск;Уфа;10200
sankt-peterburg-borovichi;old;382;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;18;0;vk.com|yandex.ru|borovichi-taxi.orgs.biz|taxi555.ru|taxideshevo.com|taxi.drive-luxe.ru|1taxopark.ru|taksisvo.ru|unit-transfer.ru|yandex.ru|www.taxi2000.ru|taxivezde.ru|rustransfer.org|vk.link|ugtravel.com|www.avito.ru|2gis.ru|taxi-cosmos.ru|radartaxi.ru|takse.ru|taxitoday.ru|www.taxi-love.ru|prtaxi.ru|obltaxi.ru|www.taxi-rokada.ru|web.archive.org|taksi-borovichi-sankt.clients.site|xn----7sbebjgab2at5brxcj5g.xn--p1ai|dilizhans-mezhgorod.clients.site|catalogtaksi.ru;Санкт-Петербург;Боровичи;9500
volgograd-uryupinsk;old;369;5;SEO+DIRECT;A_GOLD;SEO Gold + Директ;SEO_GOLD_DIRECT;1;22;0;kubtaxi.ru|taxi555.ru|tratatur.ru|taxi-ug.ru|city2city.ru|www.taxi2000.ru|taksi-gorod.ru|www.mezhgorod.taxi|taksisvo.ru|rustransfer.org|unit-transfer.ru|takse.ru|taxi.drive-luxe.ru|mobilodeon.ru|1taxopark.ru|obltaxi.ru|taxivezde.ru|taxi-cosmos.ru|taxi-russia.su|catalogtaksi.ru|vk.com|deshevotaxi.ru|mejgorodtaxi.ru|korona-taksi.ru|ru-travel.org|www.avito.ru|www.taxi-love.ru|www.transfer34.ru|regionaltaxi.ru|taxi-nomer.ru;Волгоград;Урюпинск;10200
voronezh-moskva;old;366;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;22;0;voronezh.sky-transfer.ru|www.avito.ru|voronezh.taxi24h.ru|voronezh.taksi24.taxi|cvo-taxi.ru|www.vezdevoz.ru|www.taxi2000.ru|ugtaxi.ru|taxi-svobodnoe.ru|ug.taxi|kubtaxi.ru|taxi-mobil.ru|transferug.ru|tratatur.ru|taxi555.ru|taxi-russia.su|uslugi.yandex.ru|toptransfer.pro|t.me|taxi-ug.ru|chestnyi-transfer.ru|wing-taxi.ru|msk.taxi|taxi-bereg.ru|1taxopark.ru|taksisvo.ru|taksi-gorod.ru|transfer36.ru|xn----7sbyhcmnbsdikx.xn--p1ai|mezhgorod-rf.ru;Воронеж;Москва;15400
moskva-voronezh;old;366;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;16;0;taxi.yandex.ru|moskva.taximaxim.ru|vezet.ru|city-mobil.ru|yandex.ru|taximoskva.com|msk.taxovichkof.ru|journal.sovcombank.ru|drivee.com|2gis.ru|www.avito.ru|xn----7sbb4ajch8bfab.xn--p1ai|uslugi.yandex.ru|oldtaxi.ru|moskva.taxipoehali.ru|zoon.ru|t-j.ru|www.taximasters.ru|moskva.taxideshevo.com|www.taxi-ritm.ru|go.yandex|taxi555.ru|tradetaxi.ru|msk.svoetaksi.ru|taxi-angel.ru|msk.taxi-protaxi.ru|taksi-moskva24.ru|taxispeed.ru|nyt.ru|www.utaxi-msk.ru;Москва;Воронеж;15400
belgorod-moskva;old;365;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;7;0;www.avito.ru|taxi555.ru|ugtaxi.ru|kubtaxi.ru|tratatur.ru|yandex.ru|taxi-mobil.ru|sochi.taxi|taksisvo.ru|ug.taxi;Белгород;Москва;19800
samara-orenburg;old;359;23;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;2;17;0;www.avito.ru|sky-transfer.ru|vk.com|samara.taksi24.taxi|taxi24online.ru|xn----8sbaabmm4deiwdfk0a.xn--p1ai|www.xn-----7kcbaaphbhdai9a3awnjra5bnrctq.xn--p1ai|yandex.ru|kiwitaxi.ru|taxi533.ru|taksisvo.ru|1taxopark.ru|xn----7sbabxukdmwuiegm.xn--p1ai|xn----ftbdbf8asar.xn--p1ai|taksi-gorod.ru|taxi-cosmos.ru|dzen.ru|rustransfer.org|jupiter-tmc.ru|samara.taxi24h.ru|www.mezhgorod.taxi|taxi555.ru|city2city.ru|rf-taxi.ru|mejgorod-taxi.ru|taxilargus.ru|unit-transfer.ru|taxikawai.ru|samara-airport.com|taxi.drive-luxe.ru;Самара;Оренбург;12400
orenburg-samara;old;359;25;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;2;19;0;www.avito.ru|yandex.ru|xn----8sbaabmm4deiwdfk0a.xn--p1ai|vk.com|sky-transfer.ru|xn----ftbdbf8asar.xn--p1ai|nexttax.ru|taxi533.ru|rustransfer.org|mejgorodtaxi.ru|www.mezhgorod.taxi|taplink.cc|taksi-gorod.ru|orenburg.taxi24h.ru|taksisvo.ru|taxivezde.ru|taxi.drive-luxe.ru|taxi555.ru|orenburg.taksi24.taxi|taxi-cosmos.ru|jupiter-tmc.ru|korona-taksi.ru|www.taxi-love.ru|mezhgorod-rf.ru|city2city.ru|kiwitaxi.ru|taxi-russia.su|orentransfer.ru|taxikawai.ru|taxi-lider64.ru;Оренбург;Самара;12400
tomsk-kolpashevo;old;337;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;18;0;royalcars54.ru|vk.com|vezunchik70.orgs.biz|rustransfer.org|kolpashevo.gde.ru|ok.ru|www.mezhgorod.taxi|1taxopark.ru|obltaxi.ru|taxi.drive-luxe.ru|takse.ru|taxi24online.ru|www.taxi-love.ru|taxi-russia.su|taxivezde.ru|www.taxi-rokada.ru|uslugi.yandex.ru|catalogtaksi.ru|deshevotaxi.ru|vse-taxi.com|tomx.ru|www.taxi2000.ru|perevozka24.com|mezhgorod-taksi.ru|www.intui.travel|mejgorodtaxi.ru|taxi-nomera.ru|tomsk.regtorg.ru|2gis.ru|transfergid.ru;Томск;Колпашево;9600
tomsk-novosibirsk;old;333;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;18;0;sky-transfer.ru|go.yandex|drivee.com|royalcars54.ru|www.avito.ru|transfer70.ru|ubitaxi.ru|yandex.ru|taxitolmachevo.ru|taksi-gorod.ru|transfer-novosibirsk.ru|taxi533.ru|taxi555.ru|taxi24online.ru|turtransfer.ru|rustransfer.org|ugtaxi.ru|1taxopark.ru|go.ridence.ru|kiwitaxi.ru|taxivezde.ru|transferug.ru|mezhgorod-rf.ru|taxi.drive-luxe.ru|jupiter-tmc.ru|taxi-novosibirsk-mezhgorod.ru|www.taxi-love.ru|taximinivan54.ru|xn-----6kcge7adblcfrpkeb1beegecf.xn--p1ai|starcars54.ru;Томск;Новосибирск;8000
ufa-magnitogorsk;old;327;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;19;0;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa.taxipoehali.ru|ufa1.ru|www.yell.ru|m.avito.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|go.yandex|ufa.flamp.ru|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|taxieconom.ru|deshevotaxi.ru|taxi-mini-ufa.ru|taxi-ufa.ru|toptaxi.org|taxiufa.com|taxi-miniufa.ru;Уфа;Магнитогорск;10200
moskva-nigniy_novgorod;new;325;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;8;18;1;drivee.com|www.avito.ru|moskva.taxi24h.ru|kiwitaxi.ru|cvo-taxi.ru|taxi555.ru|ug.taxi|yandex.ru|ugtaxi.ru|taxi-van.ru;;;
joshkar-ola-kazan;old;325;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;4;0;www.avito.ru|go.yandex|ugtaxi.ru|vk.com|kiwitaxi.ru|taxi-russia.su|1taxopark.ru|www.transfer12.ru|perevozka24.com|uslugi.yandex.ru;Йошкар-Ола;Казань;4500
nizhnij-novgorod-moskva;old;325;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;2;21;0;www.avito.ru|taxi555.ru|drivee.com|yandex.ru|nizhniy-novgorod.taxi24h.ru|tratatur.ru|xn----7sbyhcmnbsdikx.xn--p1ai|ug.taxi|kubtaxi.ru|unit-transfer.ru|nizhniy-novgorod.taksi24.taxi|go.yandex|www.taxi2000.ru|taxigorkovskoe.ru|kiwitaxi.ru|taksi-gorod.ru|www.taxi-rokada.ru|taxi-mobil.ru|taxivezde.ru|nizhniy-novgorod.taxi-krim.com|ugtaxi.ru|taxi-russia.su|msk.taxi|minivan-nn.ru|wing-taxi.ru|diveevo-transfer.ru|taxi-van.ru|xn--80aesgcvcug0d.su|chestnyi-transfer.ru|taxi-cosmos.ru;Нижний Новгород;Москва;13000
moskva-ufa;new;323;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;5;21;0;www.avito.ru|moskva.taxi24h.ru|ug.taxi|moskva.sevastopol24.taxi|unit-transfer.ru|msk.taxi|taxi-bereg.ru|taxi533.ru|moskva.taksi24.taxi|taxidaleko.ru;;;
barnaul-novosibirsk;new;323;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;13;7;2;barnaul.sky-transfer.ru|www.avito.ru|go.yandex|royalcars54.ru|drivee.com|ugtaxi.ru|kiwitaxi.ru|go.ridence.ru|willway.ru|altay-transfer.ru;;;
ufa-moskva;old;323;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;28;0;www.avito.ru|sky-transfer.ru|ug.taxi|cvo-taxi.ru|ugtaxi.ru|ufa.sevastopol24.taxi|taxi555.ru|taxi533.ru|taxi.yandex.ru|taksi-ufa.ru|ufa.taxi24h.ru|taximini-ufa.ru|www.mezhgorod.taxi|taksisvo.ru|wing-taxi.ru|taxiufa.ru|ufa.yalta-24.taxi|obltaxi.ru|taksi-gorod.ru|korona-taksi.ru|msk.taxi|taxi24online.ru|www.taxi-love.ru|vse-taxi.com|mobilodeon.ru|taxivezde.ru|ufa.simferopol-aeroport.taxi|toptaxi.org|taxi-cosmos.ru|radartaxi.ru;Уфа;Москва;40000
tver-moskva;old;307;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;2;22;0;www.avito.ru|tver.taxi24h.ru|taxi-tver.com|ugtaxi.ru|ug.taxi|sky-transfer.ru|tver.taksi24.taxi|www.taxi2000.ru|kubtaxi.ru|msk.taxi|kiwitaxi.ru|taxi555.ru|taxi-mobil.ru|taksi-gorod.ru|www.taxi-rokada.ru|1taxopark.ru|wing-taxi.ru|mezhgorod-rf.ru|taxivezde.ru|vse-taxi.com|taxi-russia.ru|vc.ru|xn----7sbyhcmnbsdikx.xn--80adxhks|radartaxi.ru|my-intercity.ru|transfertver.ru|xn----7sbyhcmghbyi1l.xn--80adxhks|www.taxi-maxi.ru|deshevotaxi.ru|korona-taksi.ru;Тверь;Москва;5000
moskva-tver;old;307;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;17;0;taxi.yandex.ru|moskva.taximaxim.ru|vezet.ru|city-mobil.ru|yandex.ru|msk.taxovichkof.ru|taximoskva.com|journal.sovcombank.ru|drivee.com|2gis.ru|www.avito.ru|xn----7sbb4ajch8bfab.xn--p1ai|oldtaxi.ru|uslugi.yandex.ru|moskva.taxipoehali.ru|zoon.ru|go.yandex|t-j.ru|moskva.taxideshevo.com|www.taxi-ritm.ru|www.taximasters.ru|taxi555.ru|tradetaxi.ru|taxi-angel.ru|msk.svoetaksi.ru|msk.taxi-protaxi.ru|rezidenttaxi.ru|taxispeed.ru|taksi-moskva24.ru|taxi-mobil.ru;Москва;Тверь;5400
moskva-belgorod;new;303;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST_NEW;8;20;1;sky-transfer.ru|www.avito.ru|www.taxi2000.ru|moskva.taxi24h.ru|taxidaleko.ru|taxi555.ru|msk.taxiarkadiya.ru|taksi-gorod.ru|ugtaxi.ru|moskva.taksi24.taxi;;;
ekaterinburg-tyumen;old;303;;SEO;C_HARD;SEO сложная конкуренция;SEO_HARD;2;5;0;www.avito.ru|kiwitaxi.ru|ugtaxi.ru|willway.ru|taksi-gorod.ru|nexttax.ru|xn-----6kccfjdehdbgxjti1a2ala5bhdewr6a.xn--p1ai|unit-transfer.ru|sky-transfer.ru|taksi-ekb.ru;Екатеринбург;Тюмень;9900
kirov-vyatskie-polyany;old;300;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;2;16;0;www.avito.ru|vk.com|taxi-vp-kirov.vp43.ru|yandex.ru|taksisvo.ru|yandex.ru|taksikirov.ru|jupiter-tmc.ru|1taxopark.ru|taxivezde.ru|taxi555.ru|taxi.drive-luxe.ru|www.taxi-love.ru|www.taxi2000.ru|delovoy-kirov.ru|korona-taksi.ru|mejgorodtaxi.ru|taxi-cosmos.ru|taxi-russia.su|takse.ru|taxi-mini.ru|www.rome2rio.com|uslugi.yandex.ru|catalogtaksi.ru|vse-taxi.com|routes43.ru|deshevotaxi.ru|xn------5cdlcsvcdodem4aoflzfdpg9t9cj.xn--p1ai|www.blablacar.ru|ru-travel.org;Киров;Вятские Поляны;10000
kemerovo-novosibirsk;old;299;;SEO;B_INVEST;SEO инвестиции;SEO_INVEST;1;5;0;kemerovo.sky-transfer.ru|www.avito.ru|royalcars54.ru|go.yandex|drivee.com|ugtaxi.ru|turtransfer.ru|taxi533.ru|transfer-novosibirsk.ru|willway.ru;Кемерово;Новосибирск;7800
vladimir-suzdal;old;298;11;SEO;A_GOLD;SEO Gold - быстрые победы;SEO_GOLD;2;17;0;go.yandex|taxi555.ru|www.tourister.ru|kiwitaxi.ru|xn----7sbyhcmnbsdikx.xn--p1ai|xn--33-6kcu3bqdcefbvh.xn--p1ai|transfer-vlad33.ru|transfers.unitaxi.ru|www.taxi2000.ru|taksisvo.ru|city2city.ru|ru-travel.org|mejgorodtaxi.ru|catalogtaksi.ru|obltaxi.ru|taxivezde.ru|www.taxi-love.ru|ubitaxi.ru|deshevotaxi.ru|takse.ru|uslugi.yandex.ru|jupiter-tmc.ru|taxi-vladimir-vladimir-oblast-ru.taxigator.ru|2gis.ru|taxigorkovskoe.ru|xn--33-6kc6aj6be.xn--p1ai|mezhdugorodnee-taksi-moskva.ru|transfer-taxi33.ru|www.avito.ru|mezhgorod-taksi.ru;Владимир;Суздаль;3000
blagoveshhensk-svobodnyj;old;297;3;SEO;D_DEFEND;SEO защита позиций;SEO_DEFEND;1;3;0;www.avito.ru|t.me|city2city.ru|catalogtaksi.ru|2gis.ru|rustransfer.org|takse.ru|jupiter-tmc.ru|uslugi.yandex.ru|deshevotaxi.ru;Благовещенск;Свободный;5100
ufa-orsk;old;296;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;14;0;xn----7sb5apkgji.xn--p1ai|ufa.sky-transfer.ru|www.avito.ru|orskufa.ru|yandex.ru|vk.com|taxi555.ru|orskufa.com|2gis.ru|yandex.ru|rustransfer.org|zoon.ru|orskufa.tb.ru|orsk-ufa.turbo.site|taxiufa.ru|taxi533.ru|jupiter-tmc.ru|obltaxi.ru|taksi-ufa.ru|taksi-gorod.ru|taksisvo.ru|taxi-orsk-ufa-orsk.clients.site|taxibulgakovo.ru|www.orgpage.ru|taxi-cosmos.ru|taximini-ufa.ru|ufaorsk.ru|m.ok.ru|orskufa.clients.site|vse-taxi.com;Уфа;Орск;18000
moskva-samara;old;290;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;27;0;cvo-taxi.ru|sky-transfer.ru|www.avito.ru|moskva.taxi24h.ru|msk.taxiarkadiya.ru|moskva.sevastopol24.taxi|unit-transfer.ru|wing-taxi.ru|taxi533.ru|taxi-bereg.ru|taxi-mobil.ru|taksi-gorod.ru|moskva.taksi24.taxi|ab-taxi.ru|ug.taxi|www.taximasters.ru|www.taxi2000.ru|zakaz.mezhgorod.taxi|msk.taxi|oldtaxi.ru|korona-taksi.ru|moskva.taxi-krim.com|1taxopark.ru|taxidaleko.ru|minivans.taxi|www.taxi-love.ru|taxivezde.ru|ugtaxi.ru|www.100mtaxi.ru|izvozchik.su;Москва;Самара;32500
samara-moskva;old;290;;SEO+DIRECT;B_INVEST;SEO инвестиции + Директ;SEO_INVEST_DIRECT;1;25;0;www.avito.ru|cvo-taxi.ru|samara.taxi24h.ru|samara.sky-transfer.ru|xn----7sbabxukdmwuiegm.xn--p1ai|samara.taksi24.taxi|taxi24online.ru|taxi-mobil.ru|unit-transfer.ru|taxi533.ru|ugtaxi.ru|ug.taxi|taxi555.ru|taksi-gorod.ru|wing-taxi.ru|go.yandex|samara.taxi-krim.com|www.taxi2000.ru|dzen.ru|msk.taxi|taksisvo.ru|kubtaxi.ru|taxi.drive-luxe.ru|jupiter-tmc.ru|www.mezhgorod.taxi|www.taxi-love.ru|www.taxi-rokada.ru|samara.aeroport-simferopol.taxi|taxivezde.ru|taxi-cosmos.ru;Самара;Москва;33000
ufa-bajmak;old;289;16;SEO+DIRECT;A_GOLD;SEO Gold + Директ;SEO_GOLD_DIRECT;0;20;0;baymak-ufa.ru|vk.com|taxiufa.ru|www.mezhgorod.taxi|www.taxi2000.ru|taksisvo.ru|taxivezde.ru|rustransfer.org|yandex.ru|yandex.ru|taksi-gorod.ru|mejgorodtaxi.ru|tenchat.ru|taxi.drive-luxe.ru|taxi-cosmos.ru|city2city.ru|taxi24online.ru|taxibulgakovo.ru|taximini-ufa.ru|taksi-ufa.ru|xn----7sbp3acjidhfbkt.su|toptaxi.org|taximinimalka.ru|uslugi.yandex.ru|interesnoe.me|yulsy-taxi.orgs.biz|taxiufabaimak.turbo.site|taxiufa.com|taxiufa.su|takse.ru;Уфа;Баймак;12300
