page_url;city_from;city_to;distance_km;price;total_freq;freq_cloud;freq_old_total;freq_taksi;freq_transfer;freq_mezhgorod;demand_score;competition_score;position_score;weakness_score;total_found;federal_count;local_taxi_count;city2city_position;top10_domains;in_direct;direct_strategy;city_type_from;city_type_to;segment;has_serp;related_queries
https://city2city.ru/donetsk-kirov;Донецк;Киров;1860;56000;10273;13;10273;9553;180;141;0.8676;0.4748;0.0;0.5252;210852;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxigoroda.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-volgograd;Донецк;Волгоград;620;18600;10273;123;10273;9553;180;141;0.8676;0.5453;0.0;0.4547;210322;1;4;;taxi977.ru|yandex.ru|taxi666.ru|faeton24.ru|deshevotaxi.ru|www.avito.ru|umnyestroiteli.ru|uslugi.yandex.ru|t.me|dnr.taxi;NO;;;;DIRECT_ONLY;YES;
https://city2city.ru/donetsk-chelyabinsk;Донецк;Челябинск;2250;67500;10273;10;10273;9553;180;141;0.8676;0.4748;0.0;0.5252;210853;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-saransk;Донецк;Саранск;1160;35000;10273;2;10273;9553;180;141;0.8676;0.4731;0.0;0.5269;196240;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|deshevotaxi.ru|dnr.taxi|faeton24.ru|taxi-ignat.ru|www.rustore.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-saratov;Донецк;Саратов;970;29000;10273;29;10273;9553;180;141;0.8676;0.4723;0.0;0.5277;189366;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-yoshkar-ola;Донецк;Йошкар-Ола;1560;47000;10273;1;10273;9553;180;141;0.8676;0.4748;0.0;0.5252;210617;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-tambov;Донецк;Тамбов;870;26000;10273;2;10273;9553;180;141;0.8676;0.4723;0.0;0.5277;189366;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-kazan;Донецк;Казань;1580;47500;10273;28;10273;9553;180;141;0.8676;0.4723;0.0;0.5277;189354;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-ufa;Донецк;Уфа;1910;57300;10273;47;10273;9553;180;141;0.8676;0.4748;0.0;0.5252;210322;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|dnr.taxi|uslugi.yandex.ru|faeton24.ru|deshevotaxi.ru|t.me|taxigoroda.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-ekaterinburg;Донецк;Екатеринбург;2280;68500;10273;7;10273;9553;180;141;0.8676;0.4748;0.0;0.5252;210659;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-orenburg;Донецк;Оренбург;1770;53000;10273;9;10273;9553;180;141;0.8676;0.5437;0.0;0.4563;196330;1;4;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|yandex.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me;NO;;;;DIRECT_ONLY;YES;
https://city2city.ru/donetsk-maykop;Донецк;Майкоп;540;22000;10273;2;10273;9553;180;141;0.8676;0.4723;0.0;0.5277;189354;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|t.me|taxi-ignat.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/donetsk-perm;Донецк;Пермь;2220;66500;10273;3;10273;9553;180;141;0.8676;0.4731;0.0;0.5269;196330;1;5;;taxi977.ru|yandex.ru|www.avito.ru|taxi666.ru|uslugi.yandex.ru|dnr.taxi|deshevotaxi.ru|faeton24.ru|taxi-ignat.ru|umnyestroiteli.ru;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/ufa-oktjabrskij;Уфа;Октябрьский;185;6100;1786;1786;0;0;0;0;0.7033;0.1287;0.0;0.8713;281299;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|www.yell.ru|m.avito.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|go.yandex|ufa.flamp.ru|taxiufa.ru|rutaxi.ru|ufa.taptaxi.su|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|vse-taxi.com|rutaxist.ru|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/bratsk-irkutsk;Братск;Иркутск;620;18500;1371;1196;1371;1197;4;58;0.6785;0.4781;0.0;0.5219;242273;1;5;;www.avito.ru|taxi-38.ru|taxibrik.ru|taxicab-irkutsk-bratsk.ru|yandex.ru|taxi-ckolesa.ru|2gis.ru|drivee.com|www.yell.ru|sky-transfer.ru;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;D;A;SEO_INVEST_DIRECT;YES;
https://city2city.ru/ufa-salavat;Уфа;Салават;160;5300;1196;1196;0;0;0;0;0.6657;0.1287;0.0;0.8713;281299;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-kumertau;Уфа;Кумертау;245;7400;1157;1157;0;0;0;0;0.6626;0.1279;0.0;0.8721;272040;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|taxitops.ru|vse-taxi.com|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-sterlitamak;Уфа;Стерлитамак;125;4500;1155;1155;0;0;0;0;0.6624;0.1271;0.0;0.8729;262812;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-belebej;Уфа;Белебей;200;6000;1125;1125;0;0;0;0;0.6599;0.1287;0.0;0.8713;281299;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|go.yandex|ufa.flamp.ru|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-tujmazy;Уфа;Туймазы;175;5800;1077;1077;0;0;0;0;0.6558;0.1287;0.0;0.8713;281299;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|www.yell.ru|m.avito.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|go.yandex|ufa.flamp.ru|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|vse-taxi.com|rutaxist.ru|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/orenburg-orsk;Оренбург;Орск;275;8200;1062;1062;0;0;0;0;0.6545;0.3616;0.4;0.6384;254819;3;11;11;www.avito.ru|orsk-oren.ru|yandex.ru|kiwitaxi.ru|1taxopark.ru|taxi555.ru|rustransfer.org|taxi.drive-luxe.ru|vk.com|yandex.ru|city2city.ru|t.me|pda.board.orsk.ru|taxi-cosmos.ru|www.rome2rio.com|transfers.unitaxi.ru|youla.ru|orskoren.ru|taxi-orenburg-orsk.ru|xn-----6kcgkkspc6ahcxddeek8a.xn--p1ai|nexttax.ru|orentransfer.ru|taxi-lider64.ru|mezhgorod-rf.ru|xn-----8kcbkk0ancxjfuddqepk.xn--p1ai|taksi-gorod.ru|taxi533.ru|taksisvo.ru|ok.ru|orsk-orenburg.turbo.site;NO;;;;SEO_GOLD;YES;
https://city2city.ru/izhevsk-kazan;Ижевск;Казань;365;11000;1026;126;1026;128;856;8;0.6513;0.6717;0.0;0.3283;305024;2;4;;www.avito.ru|yandex.ru|kiwitaxi.ru|izhevsk.taxi24h.ru|uslugi.yandex.ru|vk.com|izhevsk.taksi24.taxi|xn----7sbhlekbng7dgc.xn--p1ai|ugtaxi.ru|taxi533.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;DIRECT_ONLY;YES;
https://city2city.ru/ekaterinburg-chelyabinsk-2;Екатеринбург;Челябинск;210;6500;962;626;962;642;180;62;0.6452;0.7434;0.0;0.2566;319221;2;3;;www.avito.ru|intercity74.ru|nexttax.ru|ugtravel.com|yekaterinburg.taxi24h.ru|willway.ru|driver174.ru|kiwitaxi.ru|taxi533.ru|yekaterinburg.taksi24.taxi;NO;;;;SEO_HARD;YES;
https://city2city.ru/chelyabinsk-ekaterinburg;Челябинск;Екатеринбург;210;6300;962;626;962;642;180;62;0.6452;0.6005;0.0;0.3995;296687;2;5;;intercity74.ru|www.avito.ru|driver174.ru|chelyabinsk.sevastopol24.taxi|taxidesyatka.ru|taksi-gorod.ru|taxi555.ru|kiwitaxi.ru|uslugi.yandex.ru|taxi533.ru;NO;;;;SEO_HARD;YES;
https://city2city.ru/ufa-beloreck;Уфа;Белорецк;260;7800;860;860;0;0;0;0;0.6347;0.1271;0.0;0.8729;262823;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-meleuz-2;Уфа;Мелеуз;210;6500;835;835;0;0;0;0;0.632;0.2462;0.2;0.7538;279882;2;18;21;meleuzufa.ru|go.yandex|www.avito.ru|vk.com|xn-----6kccxaoernj1dkxcq.xn--p1ai|taxiufa.ru|yandex.ru|www.tourister.ru|kiwitaxi.ru|www.mezhgorod.taxi|www.rome2rio.com|www.taxi2000.ru|toptaxi.org|taksi-ufa.ru|taksisvo.ru|transfers.unitaxi.ru|taksi-gorod.ru|mejgorodtaxi.ru|taxi-mini.ru|malibu-taxi.ru|city2city.ru|meleuz-ufa-taksi.ru|taxiufameleuz.turbo.site|takse.ru|taxiufa.su|uslugi.yandex.ru|vse-taxi.com|taxi24online.ru|meleuz-persona.ufa-taxi24.ru|www.taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ufa-meleuz;Уфа;Мелеуз;210;6300;835;835;0;0;0;0;0.632;0.1279;0.0;0.8721;272040;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|perevozka24.com|taksi-ufa.ru|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|taxitops.ru|vse-taxi.com|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST;YES;
https://city2city.ru/moskva-doneczk-rostovskaya-oblast;Москва;Донецк;980;29500;818;818;0;0;0;0;0.63;0.1527;0.0;0.8473;781898;1;22;;sky-transfer.ru|moskva.taxi24h.ru|taxi-yugtaxi.ru|yandex.ru|www.avito.ru|www.taximasters.ru|msk.taxi|taxi555.ru|taksi-gorod.ru|xn----7sbyhcmnbsdikx.xn--p1ai|taksireal.ru|ugtaxi.ru|don-voyage.ru|cabway.ru|ug.taxi|taksisvo.ru|levtransfer.ru|taxi-cosmos.ru|kubtaxi.ru|mezhgorod-rf.ru|moskva.sevastopol24.taxi|unit-transfer.ru|taxi-mobil.ru|wing-taxi.ru|taxi-svobodnoe.ru|alfataxi82.ru|tratatur.ru|moskva.yalta-24.taxi|unit21.ru|taxi533.ru;YES;ГРУППИРОВКА_ПО_ГОРОДУ;A;C;SEO_INVEST_DIRECT;YES;
https://city2city.ru/ufa-orenburg;Уфа;Оренбург;370;11100;791;791;0;0;0;0;0.6269;0.1271;0.0;0.8729;262812;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|www.yell.ru|m.avito.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|go.yandex|ufa.flamp.ru|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/orenburg-ufa;Оренбург;Уфа;370;11100;791;791;0;0;0;0;0.6269;0.2482;0.4;0.7518;304999;2;16;20;www.avito.ru|taxi56.tb.ru|orenburg-ufa-taxi.ru|ufa.sky-transfer.ru|vk.com|vk.link|kiwitaxi.ru|t.me|ufa-orenburg-ufa.ru|yandex.ru|taksi-gorod.ru|orenburg.taksi24.taxi|yandex.ru|taxi24online.ru|taxi533.ru|korona-taksi.ru|www.mezhgorod.taxi|nexttax.ru|mezhgorod-rf.ru|city2city.ru|rustransfer.org|taxi555.ru|xn--80ajkhneomg.xn--p1ai|orenburg.taxi24h.ru|taxi-russia.su|taxiorenufaoren.orgs.biz|taxi56ru.ru|ufaoren.ru|orentransfer.ru|orenburg.gde.ru;YES;ТОЧНЫЕ_КЛЮЧИ;A;A;SEO_GOLD_DIRECT;YES;
https://city2city.ru/moskva-rostov-velikij;Москва;Ростов;1080;32500;723;723;0;0;0;0;0.6184;0.158;0.0;0.842;978729;1;26;;www.avito.ru|taxi.ugtravel.com|ug-transfer.online|sky-transfer.ru|alfataxi82.ru|moskva.taxi24h.ru|ug.taxi|taxi555.ru|taksi-gorod.ru|taxi-bereg.ru|msk.taxiarkadiya.ru|kubtaxi.ru|msk.taxi|moskva.sevastopol24.taxi|chestnyi-transfer.ru|taxi-svobodnoe.ru|taksi-mezhgorod.ru|www.taxi2000.ru|ab-taxi.ru|tratatur.ru|www.mezhgorod.taxi|moskva.taxi-krim.com|www.taximasters.ru|ugtaxi.ru|sochi.taxi|1taxopark.ru|taxi.transferplustravel.com|sip.taxi|taxi-mobil.ru|izvozchik.su;YES;ГРУППИРОВКА_ПО_ГОРОДУ;A;C;SEO_INVEST_DIRECT;YES;
https://city2city.ru/ufa-sibaj;Уфа;Сибай;410;12300;721;721;0;0;0;0;0.6182;0.1271;0.0;0.8729;262812;1;19;;taxi.yandex.ru|ufa.taximaxim.ru|2gis.ru|vezet.ru|yandex.ru|ufa1.ru|ufa.taxipoehali.ru|m.avito.ru|www.yell.ru|city-mobil.ru|uslugi.yandex.ru|zoon.ru|ufa.flamp.ru|go.yandex|taxiufa.ru|ufa.taptaxi.su|rutaxi.ru|vip-taxi-ufa.ru|taximini-ufa.ru|taksi-ufa.ru|perevozka24.com|taxi-mini.ru|taxi-nomera.ru|rutaxist.ru|vse-taxi.com|taxitops.ru|taxieconom.ru|taxi-mini-ufa.ru|taxi-ufa.ru|taxiufa.com;NO;;;;SEO_INVEST_DIRECT;YES;
https://city2city.ru/samara-buguruslan;Самара;Бугуруслан;180;5900;706;706;0;0;0;0;0.6162;0.1314;0.0;0.8686;316170;1;12;;taxi.yandex.ru|vezet.ru|2gis.ru|samara.taximaxim.ru|yandex.ru|www.avito.ru|city-mobil.ru|drivee.com|samara.taxipoehali.ru|uslugi.yandex.ru|zoon.ru|xn----7sbabxukdmwuiegm.xn--p1ai|samara.taptaxi.su|taxi-samara.ru|vk.com|www.yell.ru|perevozka24.com|go.yandex|drugoigorod.ru|rutaxi.ru|frantbusiness.ru|www.komandirovka.ru|taxi-nomera.ru|www.orgpage.ru|perevozchik163.ru|souzviptaxi.ru|samara.yp.ru|xn----7sbaab2cnl1bgij.xn--p1ai|taxi-nomer.ru|taxi-leader.ru;NO;;;;SEO_INVEST;YES;
https://city2city.ru/krasnodar-novorossijsk;Краснодар;Новороссийск;165;5000;641;641;0;0;0;0;0.6072;0.2482;0.0;0.7518;304564;2;25;;kubtaxi.ru|www.avito.ru|taxi-ug.ru|tratatur.ru|alfataxi82.ru|taksi-krasnodar-novorossiysk.ru|krasnodar.sky-transfer.ru|krasnodar.taxi24h.ru|taxiresort.ru|transferoff.ru|kiwitaxi.ru|perfect-taxi.ru|ugtaxi.ru|yandex.ru|taxi.ugtravel.com|msk.taxi|autoyellow.ru|taksi-gorod.ru|taxi-svobodnoe.ru|taxi.transferplustravel.com|taxi533.ru|krasnodar.taksi24.taxi|krasnodar.simferopol-aeroport.taxi|ug.taxi|geltaxi.ru|www.taxisea.ru|taxi-krasnodar-aeroport.ru|taxi-novorossiysk-krasnodar.ru|www.krd-taxi.ru|sochi.taxi;NO;;;;SEO_INVEST;YES;
https://city2city.ru/ekaterinburg-chelyabinsk;международный аэропорт Кольцово Екатеринбург;Челябинск;210;6300;626;626;2;1;0;0;0.6049;0.7577;0.0;0.2423;585707;2;3;;yandex.ru|2gis.ru|www.tourister.ru|www.avito.ru|kiwitaxi.ru|taxi-avantime.ru|willway.ru|transfers.unitaxi.ru|uslugi.yandex.ru|ekaterinburg.rustransfer.org;NO;;;;SEO_HARD;YES;
https://city2city.ru/uhta-syktyvkar;Ухта;Сыктывкар;320;9600;537;537;0;0;0;0;0.5906;0.1186;0.4;0.8814;183358;1;15;19;timan.taxi|vk.com|taxi555.ru|www.avito.ru|timan11.orgs.biz|rustransfer.org|yandex.ru|www.mezhgorod.taxi|www.a2b.ru|yandex.ru|1taxopark.ru|takse.ru|obltaxi.ru|catalogtaksi.ru|zoon.ru|deshevotaxi.ru|vse-taxi.com|taxivezde.ru|city2city.ru|taxi-nomera.ru|www.taxi-love.ru|2gis.ru|xn----etb1b.xn--p1ai|mejgorodtaxi.ru|sky-transfer.ru|taxi-ukhta-komi-republic-ru.taxigator.ru|xn--80a9aci.xn--80akxkdedu.xn--p1acf|web.archive.org|timan-taxi.clients.site|uslugio.com;NO;;;;SEO_GOLD;YES;
https://city2city.ru/enisejsk-krasnojarsk;Енисейск;Красноярск;340;10200;535;476;535;483;5;35;0.5902;0.5788;0.7;0.4212;320492;0;2;7;vk.com|poputka-komfort.ru|yandex.ru|1taxopark.ru|taxi555.ru|yandex.ru|city2city.ru|takse.ru|m.ok.ru|www.mezhgorod.taxi;YES;ДИНАМИЧЕСКИЕ_ОБЪЯВЛЕНИЯ;D;A;DIRECT_ONLY;YES;
https://city2city.ru/moskva-tula;Москва;Тула;185;5500;522;522;0;0;0;0;0.5879;0.1539;0.0;0.8461;821559;1;16;;taxi.yandex.ru|moskva.taximaxim.ru|city-mobil.ru|vezet.ru|yandex.ru|journal.sovcombank.ru|msk.taxovichkof.ru|taximoskva.com|drivee.com|2gis.ru|m.avito.ru|xn----7sbb4ajch8bfab.xn--p1ai|uslugi.yandex.ru|oldtaxi.ru|moskva.taxipoehali.ru|t-j.ru|zoon.ru|www.taximasters.ru|www.taxi-ritm.ru|go.yandex|moskva.taxideshevo.com|taxi555.ru|msk.taxi-protaxi.ru|tradetaxi.ru|msk.svoetaksi.ru|nyt.ru|taxi-angel.ru|taxispeed.ru|www.taxi-accord.ru|taksi-moskva24.ru;NO;;;;SEO_INVEST;YES;
