city_from;city_to;page_url;template;phrase;total_count;top_1_phrase;top_1_count;top_2_phrase;top_2_count;top_3_phrase;top_3_count
Международный аэропорт Казань;;https://city2city.ru/kazan-nizhniy_novgorod;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-nizhniy_novgorod;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Казань;Новочебоксарск;https://city2city.ru/kazan-novocheboksarsk;такси {city_from} {city_to};такси Казань Новочебоксарск;16;такси казань новочебоксарск;16;;0;;0
Казань;Новочебоксарск;https://city2city.ru/kazan-novocheboksarsk;трансфер {city_from} {city_to};трансфер Казань Новочебоксарск;0;;0;;0;;0
Казань;Новочебоксарск;https://city2city.ru/kazan-novocheboksarsk;межгород {city_from} {city_to};межгород Казань Новочебоксарск;0;;0;;0;;0
Казань;Новочебоксарск;https://city2city.ru/kazan-novocheboksarsk;такси {city_from} {city_to} цена;такси Казань Новочебоксарск цена;5;;0;;0;;0
Казань;Новый Уренгой;https://city2city.ru/kazan-novyj-urengoj;такси {city_from} {city_to};такси Казань Новый Уренгой;3;;0;;0;;0
Казань;Новый Уренгой;https://city2city.ru/kazan-novyj-urengoj;трансфер {city_from} {city_to};трансфер Казань Новый Уренгой;0;;0;;0;;0
Казань;Новый Уренгой;https://city2city.ru/kazan-novyj-urengoj;межгород {city_from} {city_to};межгород Казань Новый Уренгой;0;;0;;0;;0
Казань;Новый Уренгой;https://city2city.ru/kazan-novyj-urengoj;такси {city_from} {city_to} цена;такси Казань Новый Уренгой цена;0;;0;;0;;0
Казань;село Нурлаты;https://city2city.ru/kazan-nurlat;такси {city_from} {city_to};такси Казань село Нурлаты;0;;0;;0;;0
Казань;село Нурлаты;https://city2city.ru/kazan-nurlat;трансфер {city_from} {city_to};трансфер Казань село Нурлаты;0;;0;;0;;0
Казань;село Нурлаты;https://city2city.ru/kazan-nurlat;межгород {city_from} {city_to};межгород Казань село Нурлаты;0;;0;;0;;0
Казань;село Нурлаты;https://city2city.ru/kazan-nurlat;такси {city_from} {city_to} цена;такси Казань село Нурлаты цена;0;;0;;0;;0
Казань;Октябрьский;https://city2city.ru/kazan-oktyabrskij-respublika-bashkortostan;такси {city_from} {city_to};такси Казань Октябрьский;153;такси октябрьский казань;153;октябрьский казань такси межгород;30;такси казань октябрьский башкортостан;22
Казань;Октябрьский;https://city2city.ru/kazan-oktyabrskij-respublika-bashkortostan;трансфер {city_from} {city_to};трансфер Казань Октябрьский;2;;0;;0;;0
Казань;Октябрьский;https://city2city.ru/kazan-oktyabrskij-respublika-bashkortostan;межгород {city_from} {city_to};межгород Казань Октябрьский;51;межгород казань октябрьский;51;октябрьский казань такси межгород;30;;0
Казань;Октябрьский;https://city2city.ru/kazan-oktyabrskij-respublika-bashkortostan;такси {city_from} {city_to} цена;такси Казань Октябрьский цена;0;;0;;0;;0
Казань;Оренбург;https://city2city.ru/kazan-orenburg;такси {city_from} {city_to};такси Казань Оренбург;184;такси оренбург казань;184;оренбург казань такси цена;28;такси оренбург казань расписание;27
Казань;Оренбург;https://city2city.ru/kazan-orenburg;трансфер {city_from} {city_to};трансфер Казань Оренбург;4;;0;;0;;0
Казань;Оренбург;https://city2city.ru/kazan-orenburg;межгород {city_from} {city_to};межгород Казань Оренбург;31;оренбург казань межгород;31;оренбург казань такси межгород;23;;0
Казань;Оренбург;https://city2city.ru/kazan-orenburg;такси {city_from} {city_to} цена;такси Казань Оренбург цена;28;оренбург казань такси цена;28;такси оренбург казань расписание цена;22;;0
Казань;Орск;https://city2city.ru/kazan-orsk;такси {city_from} {city_to};такси Казань Орск;23;такси казань орск;23;;0;;0
Казань;Орск;https://city2city.ru/kazan-orsk;трансфер {city_from} {city_to};трансфер Казань Орск;1;;0;;0;;0
Казань;Орск;https://city2city.ru/kazan-orsk;межгород {city_from} {city_to};межгород Казань Орск;3;;0;;0;;0
Казань;Орск;https://city2city.ru/kazan-orsk;такси {city_from} {city_to} цена;такси Казань Орск цена;0;;0;;0;;0
Казань;посёлок городского типа Параньга;https://city2city.ru/kazan-paranga;такси {city_from} {city_to};такси Казань посёлок городского типа Параньга;0;;0;;0;;0
Казань;посёлок городского типа Параньга;https://city2city.ru/kazan-paranga;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Параньга;0;;0;;0;;0
Казань;посёлок городского типа Параньга;https://city2city.ru/kazan-paranga;межгород {city_from} {city_to};межгород Казань посёлок городского типа Параньга;0;;0;;0;;0
Казань;посёлок городского типа Параньга;https://city2city.ru/kazan-paranga;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Параньга цена;0;;0;;0;;0
Казань;Пенза;https://city2city.ru/kazan-penza;такси {city_from} {city_to};такси Казань Пенза;11;такси казань пенза;11;;0;;0
Казань;Пенза;https://city2city.ru/kazan-penza;трансфер {city_from} {city_to};трансфер Казань Пенза;2;;0;;0;;0
Казань;Пенза;https://city2city.ru/kazan-penza;межгород {city_from} {city_to};межгород Казань Пенза;1;;0;;0;;0
Казань;Пенза;https://city2city.ru/kazan-penza;такси {city_from} {city_to} цена;такси Казань Пенза цена;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-perm;такси {city_from} {city_to};такси Международный аэропорт Казань ;1;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-perm;трансфер {city_from} {city_to};трансфер Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-perm;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-perm;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Казань;Похвистнево;https://city2city.ru/kazan-poxvistnevo;такси {city_from} {city_to};такси Казань Похвистнево;1;;0;;0;;0
Казань;Похвистнево;https://city2city.ru/kazan-poxvistnevo;трансфер {city_from} {city_to};трансфер Казань Похвистнево;0;;0;;0;;0
Казань;Похвистнево;https://city2city.ru/kazan-poxvistnevo;межгород {city_from} {city_to};межгород Казань Похвистнево;0;;0;;0;;0
Казань;Похвистнево;https://city2city.ru/kazan-poxvistnevo;такси {city_from} {city_to} цена;такси Казань Похвистнево цена;0;;0;;0;;0
Казань;поселок городского типа Приютово;https://city2city.ru/kazan-priyutovo;такси {city_from} {city_to};такси Казань поселок городского типа Приютово;0;;0;;0;;0
Казань;поселок городского типа Приютово;https://city2city.ru/kazan-priyutovo;трансфер {city_from} {city_to};трансфер Казань поселок городского типа Приютово;0;;0;;0;;0
Казань;поселок городского типа Приютово;https://city2city.ru/kazan-priyutovo;межгород {city_from} {city_to};межгород Казань поселок городского типа Приютово;0;;0;;0;;0
Казань;поселок городского типа Приютово;https://city2city.ru/kazan-priyutovo;такси {city_from} {city_to} цена;такси Казань поселок городского типа Приютово цена;0;;0;;0;;0
Казань;Россошь;https://city2city.ru/kazan-rossosh;такси {city_from} {city_to};такси Казань Россошь;0;;0;;0;;0
Казань;Россошь;https://city2city.ru/kazan-rossosh;трансфер {city_from} {city_to};трансфер Казань Россошь;0;;0;;0;;0
Казань;Россошь;https://city2city.ru/kazan-rossosh;межгород {city_from} {city_to};межгород Казань Россошь;0;;0;;0;;0
Казань;Россошь;https://city2city.ru/kazan-rossosh;такси {city_from} {city_to} цена;такси Казань Россошь цена;0;;0;;0;;0
Казань;Ростов-на-Дону;https://city2city.ru/kazan-rostov-na-donu;такси {city_from} {city_to};такси Казань Ростов-на-Дону;9;такси ростов на дону казань;9;;0;;0
Казань;Ростов-на-Дону;https://city2city.ru/kazan-rostov-na-donu;трансфер {city_from} {city_to};трансфер Казань Ростов-на-Дону;0;;0;;0;;0
Казань;Ростов-на-Дону;https://city2city.ru/kazan-rostov-na-donu;межгород {city_from} {city_to};межгород Казань Ростов-на-Дону;0;;0;;0;;0
Казань;Ростов-на-Дону;https://city2city.ru/kazan-rostov-na-donu;такси {city_from} {city_to} цена;такси Казань Ростов-на-Дону цена;1;;0;;0;;0
Казань;посёлок городского типа Рыбная Слобода;https://city2city.ru/kazan-rybnaya-sloboda;такси {city_from} {city_to};такси Казань посёлок городского типа Рыбная Слобода;0;;0;;0;;0
Казань;посёлок городского типа Рыбная Слобода;https://city2city.ru/kazan-rybnaya-sloboda;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Рыбная Слобода;0;;0;;0;;0
Казань;посёлок городского типа Рыбная Слобода;https://city2city.ru/kazan-rybnaya-sloboda;межгород {city_from} {city_to};межгород Казань посёлок городского типа Рыбная Слобода;0;;0;;0;;0
Казань;посёлок городского типа Рыбная Слобода;https://city2city.ru/kazan-rybnaya-sloboda;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Рыбная Слобода цена;0;;0;;0;;0
Казань;Салават;https://city2city.ru/kazan-salavat;такси {city_from} {city_to};такси Казань Салават;19;такси салават казань;19;;0;;0
Казань;Салават;https://city2city.ru/kazan-salavat;трансфер {city_from} {city_to};трансфер Казань Салават;0;;0;;0;;0
Казань;Салават;https://city2city.ru/kazan-salavat;межгород {city_from} {city_to};межгород Казань Салават;0;;0;;0;;0
Казань;Салават;https://city2city.ru/kazan-salavat;такси {city_from} {city_to} цена;такси Казань Салават цена;3;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-samara;такси {city_from} {city_to};такси Международный аэропорт Казань ;1;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-samara;трансфер {city_from} {city_to};трансфер Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-samara;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-samara;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Казань;Санкт-Петербург;https://city2city.ru/kazan-sankt-peterburg;такси {city_from} {city_to};такси Казань Санкт-Петербург;4;;0;;0;;0
Казань;Санкт-Петербург;https://city2city.ru/kazan-sankt-peterburg;трансфер {city_from} {city_to};трансфер Казань Санкт-Петербург;2;;0;;0;;0
Казань;Санкт-Петербург;https://city2city.ru/kazan-sankt-peterburg;межгород {city_from} {city_to};межгород Казань Санкт-Петербург;2;;0;;0;;0
Казань;Санкт-Петербург;https://city2city.ru/kazan-sankt-peterburg;такси {city_from} {city_to} цена;такси Казань Санкт-Петербург цена;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-saransk;такси {city_from} {city_to};такси Международный аэропорт Казань ;1;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-saransk;трансфер {city_from} {city_to};трансфер Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-saransk;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-saransk;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Казань;Сарапул;https://city2city.ru/kazan-sarapul;такси {city_from} {city_to};такси Казань Сарапул;0;;0;;0;;0
Казань;Сарапул;https://city2city.ru/kazan-sarapul;трансфер {city_from} {city_to};трансфер Казань Сарапул;8;;0;;0;;0
Казань;Сарапул;https://city2city.ru/kazan-sarapul;межгород {city_from} {city_to};межгород Казань Сарапул;0;;0;;0;;0
Казань;Сарапул;https://city2city.ru/kazan-sarapul;такси {city_from} {city_to} цена;такси Казань Сарапул цена;0;;0;;0;;0
Казань;Саратов;https://city2city.ru/kazan-saratov;такси {city_from} {city_to};такси Казань Саратов;31;такси саратов казань;31;;0;;0
Казань;Саратов;https://city2city.ru/kazan-saratov;трансфер {city_from} {city_to};трансфер Казань Саратов;4;;0;;0;;0
Казань;Саратов;https://city2city.ru/kazan-saratov;межгород {city_from} {city_to};межгород Казань Саратов;3;;0;;0;;0
Казань;Саратов;https://city2city.ru/kazan-saratov;такси {city_from} {city_to} цена;такси Казань Саратов цена;4;;0;;0;;0
Казань;Сергач;https://city2city.ru/kazan-sergach;такси {city_from} {city_to};такси Казань Сергач;1;;0;;0;;0
Казань;Сергач;https://city2city.ru/kazan-sergach;трансфер {city_from} {city_to};трансфер Казань Сергач;0;;0;;0;;0
Казань;Сергач;https://city2city.ru/kazan-sergach;межгород {city_from} {city_to};межгород Казань Сергач;0;;0;;0;;0
Казань;Сергач;https://city2city.ru/kazan-sergach;такси {city_from} {city_to} цена;такси Казань Сергач цена;0;;0;;0;;0
Казань;посёлок городского типа Сернур;https://city2city.ru/kazan-sernur;такси {city_from} {city_to};такси Казань посёлок городского типа Сернур;0;;0;;0;;0
Казань;посёлок городского типа Сернур;https://city2city.ru/kazan-sernur;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Сернур;0;;0;;0;;0
Казань;посёлок городского типа Сернур;https://city2city.ru/kazan-sernur;межгород {city_from} {city_to};межгород Казань посёлок городского типа Сернур;0;;0;;0;;0
Казань;посёлок городского типа Сернур;https://city2city.ru/kazan-sernur;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Сернур цена;0;;0;;0;;0
Казань;Севастополь;https://city2city.ru/kazan-sevastopol;такси {city_from} {city_to};такси Казань Севастополь;1;;0;;0;;0
Казань;Севастополь;https://city2city.ru/kazan-sevastopol;трансфер {city_from} {city_to};трансфер Казань Севастополь;0;;0;;0;;0
Казань;Севастополь;https://city2city.ru/kazan-sevastopol;межгород {city_from} {city_to};межгород Казань Севастополь;0;;0;;0;;0
Казань;Севастополь;https://city2city.ru/kazan-sevastopol;такси {city_from} {city_to} цена;такси Казань Севастополь цена;0;;0;;0;;0
Казань;посёлок городского типа Шаранга;https://city2city.ru/kazan-sharanga;такси {city_from} {city_to};такси Казань посёлок городского типа Шаранга;0;;0;;0;;0
Казань;посёлок городского типа Шаранга;https://city2city.ru/kazan-sharanga;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Шаранга;0;;0;;0;;0
Казань;посёлок городского типа Шаранга;https://city2city.ru/kazan-sharanga;межгород {city_from} {city_to};межгород Казань посёлок городского типа Шаранга;0;;0;;0;;0
Казань;посёлок городского типа Шаранга;https://city2city.ru/kazan-sharanga;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Шаранга цена;0;;0;;0;;0
Казань;Сибай;https://city2city.ru/kazan-sibaj;такси {city_from} {city_to};такси Казань Сибай;32;сибай казань такси;32;;0;;0
Казань;Сибай;https://city2city.ru/kazan-sibaj;трансфер {city_from} {city_to};трансфер Казань Сибай;0;;0;;0;;0
Казань;Сибай;https://city2city.ru/kazan-sibaj;межгород {city_from} {city_to};межгород Казань Сибай;0;;0;;0;;0
Казань;Сибай;https://city2city.ru/kazan-sibaj;такси {city_from} {city_to} цена;такси Казань Сибай цена;3;;0;;0;;0
Казань;Сим;https://city2city.ru/kazan-sim;такси {city_from} {city_to};такси Казань Сим;8;;0;;0;;0
Казань;Сим;https://city2city.ru/kazan-sim;трансфер {city_from} {city_to};трансфер Казань Сим;0;;0;;0;;0
Казань;Сим;https://city2city.ru/kazan-sim;межгород {city_from} {city_to};межгород Казань Сим;0;;0;;0;;0
Казань;Сим;https://city2city.ru/kazan-sim;такси {city_from} {city_to} цена;такси Казань Сим цена;0;;0;;0;;0
Казань;Симферополь;https://city2city.ru/kazan-simferopol;такси {city_from} {city_to};такси Казань Симферополь;1;;0;;0;;0
Казань;Симферополь;https://city2city.ru/kazan-simferopol;трансфер {city_from} {city_to};трансфер Казань Симферополь;0;;0;;0;;0
Казань;Симферополь;https://city2city.ru/kazan-simferopol;межгород {city_from} {city_to};межгород Казань Симферополь;0;;0;;0;;0
Казань;Симферополь;https://city2city.ru/kazan-simferopol;такси {city_from} {city_to} цена;такси Казань Симферополь цена;0;;0;;0;;0
Казань;Сочи;https://city2city.ru/kazan-sochi;такси {city_from} {city_to};такси Казань Сочи;4;;0;;0;;0
Казань;Сочи;https://city2city.ru/kazan-sochi;трансфер {city_from} {city_to};трансфер Казань Сочи;8;;0;;0;;0
Казань;Сочи;https://city2city.ru/kazan-sochi;межгород {city_from} {city_to};межгород Казань Сочи;2;;0;;0;;0
Казань;Сочи;https://city2city.ru/kazan-sochi;такси {city_from} {city_to} цена;такси Казань Сочи цена;1;;0;;0;;0
Казань;Соль-Илецк;https://city2city.ru/kazan-sol-ileczk;такси {city_from} {city_to};такси Казань Соль-Илецк;0;;0;;0;;0
Казань;Соль-Илецк;https://city2city.ru/kazan-sol-ileczk;трансфер {city_from} {city_to};трансфер Казань Соль-Илецк;0;;0;;0;;0
Казань;Соль-Илецк;https://city2city.ru/kazan-sol-ileczk;межгород {city_from} {city_to};межгород Казань Соль-Илецк;0;;0;;0;;0
Казань;Соль-Илецк;https://city2city.ru/kazan-sol-ileczk;такси {city_from} {city_to} цена;такси Казань Соль-Илецк цена;0;;0;;0;;0
Казань;Сорочинск;https://city2city.ru/kazan-sorochinsk;такси {city_from} {city_to};такси Казань Сорочинск;4;;0;;0;;0
Казань;Сорочинск;https://city2city.ru/kazan-sorochinsk;трансфер {city_from} {city_to};трансфер Казань Сорочинск;0;;0;;0;;0
Казань;Сорочинск;https://city2city.ru/kazan-sorochinsk;межгород {city_from} {city_to};межгород Казань Сорочинск;0;;0;;0;;0
Казань;Сорочинск;https://city2city.ru/kazan-sorochinsk;такси {city_from} {city_to} цена;такси Казань Сорочинск цена;1;;0;;0;;0
Казань;Сосновка;https://city2city.ru/kazan-sosnovka;такси {city_from} {city_to};такси Казань Сосновка;3;;0;;0;;0
Казань;Сосновка;https://city2city.ru/kazan-sosnovka;трансфер {city_from} {city_to};трансфер Казань Сосновка;0;;0;;0;;0
Казань;Сосновка;https://city2city.ru/kazan-sosnovka;межгород {city_from} {city_to};межгород Казань Сосновка;0;;0;;0;;0
Казань;Сосновка;https://city2city.ru/kazan-sosnovka;такси {city_from} {city_to} цена;такси Казань Сосновка цена;0;;0;;0;;0
Казань;посёлок городского типа Сосновый Бор;https://city2city.ru/kazan-sosnovyj-bor;такси {city_from} {city_to};такси Казань посёлок городского типа Сосновый Бор;0;;0;;0;;0
Казань;посёлок городского типа Сосновый Бор;https://city2city.ru/kazan-sosnovyj-bor;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Сосновый Бор;0;;0;;0;;0
Казань;посёлок городского типа Сосновый Бор;https://city2city.ru/kazan-sosnovyj-bor;межгород {city_from} {city_to};межгород Казань посёлок городского типа Сосновый Бор;0;;0;;0;;0
Казань;посёлок городского типа Сосновый Бор;https://city2city.ru/kazan-sosnovyj-bor;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Сосновый Бор цена;0;;0;;0;;0
Казань;посёлок городского типа Старая Кулатка;https://city2city.ru/kazan-staraya-kulatka;такси {city_from} {city_to};такси Казань посёлок городского типа Старая Кулатка;0;;0;;0;;0
Казань;посёлок городского типа Старая Кулатка;https://city2city.ru/kazan-staraya-kulatka;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Старая Кулатка;0;;0;;0;;0
Казань;посёлок городского типа Старая Кулатка;https://city2city.ru/kazan-staraya-kulatka;межгород {city_from} {city_to};межгород Казань посёлок городского типа Старая Кулатка;0;;0;;0;;0
Казань;посёлок городского типа Старая Кулатка;https://city2city.ru/kazan-staraya-kulatka;такси {city_from} {city_to} цена;такси Казань посёлок городского типа Старая Кулатка цена;0;;0;;0;;0
Казань;Стерлитамак;https://city2city.ru/kazan-sterlitamak;такси {city_from} {city_to};такси Казань Стерлитамак;14;такси стерлитамак казань;14;;0;;0
Казань;Стерлитамак;https://city2city.ru/kazan-sterlitamak;трансфер {city_from} {city_to};трансфер Казань Стерлитамак;1;;0;;0;;0
Казань;Стерлитамак;https://city2city.ru/kazan-sterlitamak;межгород {city_from} {city_to};межгород Казань Стерлитамак;1;;0;;0;;0
Казань;Стерлитамак;https://city2city.ru/kazan-sterlitamak;такси {city_from} {city_to} цена;такси Казань Стерлитамак цена;1;;0;;0;;0
Казань;Сургут;https://city2city.ru/kazan-surgut;такси {city_from} {city_to};такси Казань Сургут;8;;0;;0;;0
Казань;Сургут;https://city2city.ru/kazan-surgut;трансфер {city_from} {city_to};трансфер Казань Сургут;0;;0;;0;;0
Казань;Сургут;https://city2city.ru/kazan-surgut;межгород {city_from} {city_to};межгород Казань Сургут;0;;0;;0;;0
Казань;Сургут;https://city2city.ru/kazan-surgut;такси {city_from} {city_to} цена;такси Казань Сургут цена;0;;0;;0;;0
Казань;городское поселение Суслонгер;https://city2city.ru/kazan-suslonger;такси {city_from} {city_to};такси Казань городское поселение Суслонгер;0;;0;;0;;0
Казань;городское поселение Суслонгер;https://city2city.ru/kazan-suslonger;трансфер {city_from} {city_to};трансфер Казань городское поселение Суслонгер;0;;0;;0;;0
Казань;городское поселение Суслонгер;https://city2city.ru/kazan-suslonger;межгород {city_from} {city_to};межгород Казань городское поселение Суслонгер;0;;0;;0;;0
Казань;городское поселение Суслонгер;https://city2city.ru/kazan-suslonger;такси {city_from} {city_to} цена;такси Казань городское поселение Суслонгер цена;0;;0;;0;;0
Казань;Сыктывкар;https://city2city.ru/kazan-syktyvkar;такси {city_from} {city_to};такси Казань Сыктывкар;5;сыктывкар казань такси;5;;0;;0
Казань;Сыктывкар;https://city2city.ru/kazan-syktyvkar;трансфер {city_from} {city_to};трансфер Казань Сыктывкар;1;;0;;0;;0
Казань;Сыктывкар;https://city2city.ru/kazan-syktyvkar;межгород {city_from} {city_to};межгород Казань Сыктывкар;0;;0;;0;;0
Казань;Сыктывкар;https://city2city.ru/kazan-syktyvkar;такси {city_from} {city_to} цена;такси Казань Сыктывкар цена;3;;0;;0;;0
Казань;Сызрань;https://city2city.ru/kazan-syzran;такси {city_from} {city_to};такси Казань Сызрань;6;казань сызрань такси;6;;0;;0
Казань;Сызрань;https://city2city.ru/kazan-syzran;трансфер {city_from} {city_to};трансфер Казань Сызрань;1;;0;;0;;0
Казань;Сызрань;https://city2city.ru/kazan-syzran;межгород {city_from} {city_to};межгород Казань Сызрань;0;;0;;0;;0
Казань;Сызрань;https://city2city.ru/kazan-syzran;такси {city_from} {city_to} цена;такси Казань Сызрань цена;0;;0;;0;;0
Казань;Тамбов;https://city2city.ru/kazan-tambov;такси {city_from} {city_to};такси Казань Тамбов;6;;0;;0;;0
Казань;Тамбов;https://city2city.ru/kazan-tambov;трансфер {city_from} {city_to};трансфер Казань Тамбов;0;;0;;0;;0
Казань;Тамбов;https://city2city.ru/kazan-tambov;межгород {city_from} {city_to};межгород Казань Тамбов;0;;0;;0;;0
Казань;Тамбов;https://city2city.ru/kazan-tambov;такси {city_from} {city_to} цена;такси Казань Тамбов цена;3;;0;;0;;0
Казань;Тетюши;https://city2city.ru/kazan-tetyushi;такси {city_from} {city_to};такси Казань Тетюши;5;казань тетюши такси;5;;0;;0
Казань;Тетюши;https://city2city.ru/kazan-tetyushi;трансфер {city_from} {city_to};трансфер Казань Тетюши;0;;0;;0;;0
Казань;Тетюши;https://city2city.ru/kazan-tetyushi;межгород {city_from} {city_to};межгород Казань Тетюши;0;;0;;0;;0
Казань;Тетюши;https://city2city.ru/kazan-tetyushi;такси {city_from} {city_to} цена;такси Казань Тетюши цена;2;;0;;0;;0
Казань;Тольятти;https://city2city.ru/kazan-tolyatti;такси {city_from} {city_to};такси Казань Тольятти;43;такси тольятти казань;43;такси казань тольятти цена;11;;0
Казань;Тольятти;https://city2city.ru/kazan-tolyatti;трансфер {city_from} {city_to};трансфер Казань Тольятти;8;трансфер казань тольятти;8;;0;;0
Казань;Тольятти;https://city2city.ru/kazan-tolyatti;межгород {city_from} {city_to};межгород Казань Тольятти;3;;0;;0;;0
Казань;Тольятти;https://city2city.ru/kazan-tolyatti;такси {city_from} {city_to} цена;такси Казань Тольятти цена;11;такси казань тольятти цена;11;;0;;0
Казань;Туймазы;https://city2city.ru/kazan-tujmazy;такси {city_from} {city_to};такси Казань Туймазы;93;туймазы казань такси;93;такси межгород казань туймазы;18;;0
Казань;Туймазы;https://city2city.ru/kazan-tujmazy;трансфер {city_from} {city_to};трансфер Казань Туймазы;1;;0;;0;;0
Казань;Туймазы;https://city2city.ru/kazan-tujmazy;межгород {city_from} {city_to};межгород Казань Туймазы;23;межгород казань туймазы;23;такси межгород казань туймазы;18;;0
Казань;Туймазы;https://city2city.ru/kazan-tujmazy;такси {city_from} {city_to} цена;такси Казань Туймазы цена;3;;0;;0;;0
Казань;село Учалы;https://city2city.ru/kazan-uchaly;такси {city_from} {city_to};такси Казань село Учалы;0;;0;;0;;0
Казань;село Учалы;https://city2city.ru/kazan-uchaly;трансфер {city_from} {city_to};трансфер Казань село Учалы;0;;0;;0;;0
Казань;село Учалы;https://city2city.ru/kazan-uchaly;межгород {city_from} {city_to};межгород Казань село Учалы;0;;0;;0;;0
Казань;село Учалы;https://city2city.ru/kazan-uchaly;такси {city_from} {city_to} цена;такси Казань село Учалы цена;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ufa;такси {city_from} {city_to};такси Международный аэропорт Казань ;1;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ufa;трансфер {city_from} {city_to};трансфер Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ufa;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ufa;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ulyanovsk;такси {city_from} {city_to};такси Международный аэропорт Казань ;1;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ulyanovsk;трансфер {city_from} {city_to};трансфер Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ulyanovsk;межгород {city_from} {city_to};межгород Международный аэропорт Казань ;0;;0;;0;;0
Международный аэропорт Казань;;https://city2city.ru/kazan-ulyanovsk;такси {city_from} {city_to} цена;такси Международный аэропорт Казань  цена;0;;0;;0;;0
Казань;поселок городского типа Уруссу;https://city2city.ru/kazan-urussu;такси {city_from} {city_to};такси Казань поселок городского типа Уруссу;0;;0;;0;;0
Казань;поселок городского типа Уруссу;https://city2city.ru/kazan-urussu;трансфер {city_from} {city_to};трансфер Казань поселок городского типа Уруссу;0;;0;;0;;0
Казань;поселок городского типа Уруссу;https://city2city.ru/kazan-urussu;межгород {city_from} {city_to};межгород Казань поселок городского типа Уруссу;0;;0;;0;;0
Казань;поселок городского типа Уруссу;https://city2city.ru/kazan-urussu;такси {city_from} {city_to} цена;такси Казань поселок городского типа Уруссу цена;0;;0;;0;;0
Казань;Уржум;https://city2city.ru/kazan-urzhum;такси {city_from} {city_to};такси Казань Уржум;9;;0;;0;;0
Казань;Уржум;https://city2city.ru/kazan-urzhum;трансфер {city_from} {city_to};трансфер Казань Уржум;0;;0;;0;;0
Казань;Уржум;https://city2city.ru/kazan-urzhum;межгород {city_from} {city_to};межгород Казань Уржум;0;;0;;0;;0
Казань;Уржум;https://city2city.ru/kazan-urzhum;такси {city_from} {city_to} цена;такси Казань Уржум цена;3;;0;;0;;0
Казань;посёлок городского типа Васильево;https://city2city.ru/kazan-vasilevo;такси {city_from} {city_to};такси Казань посёлок городского типа Васильево;0;;0;;0;;0
Казань;посёлок городского типа Васильево;https://city2city.ru/kazan-vasilevo;трансфер {city_from} {city_to};трансфер Казань посёлок городского типа Васильево;0;;0;;0;;0
Казань;посёлок городского типа Васильево;https://city2city.ru/kazan-vasilevo;межгород {city_from} {city_to};межгород Казань посёлок городского типа Васильево;0;;0;;0;;0
